id,host,virus,source,index,method
3956322728608859648,14225957510006050094,11465501232976104121,HP3,37,VNT
4835861334742818872,14225957510006050094,15616493920863867709,HP3,38,Antibodies
12409356129128917386,14225957510006050094,18359664808538993713,HP3,39,Isolation
12796057526476194219,14225957510006050094,15346800404306096267,HP3,40,PCR
9533187989142023237,14225957510006050094,11664381658123568121,HP3,41,Antibodies
18407131040488112589,17099441934712789637,16644615715450847784,HP3,42,PCR
5740028130920264510,13374542699566505180,1508539909191321008,HP3,43,PCR
17758082456967865270,413044813013929529,11664381658123568121,HP3,44,Antibodies
11066199731945539346,413044813013929529,983096315804018508,HP3,45,Antibodies
10199555355552366127,413044813013929529,2672768927962835032,HP3,46,Antibodies
8791805266225254364,7753428862529056893,18371688657968247170,HP3,47,Antibodies
13458032359351998610,7753428862529056893,2672768927962835032,HP3,48,Antibodies
2073858368357176213,17464854292087815310,11664381658123568121,HP3,49,Antibodies
6973993148664093811,17464854292087815310,18371688657968247170,HP3,50,plaque_reduction_neutralization
6945111936067894988,17854205047079019169,14149979065092013051,HP3,51,Antibodies
11108790117981457794,10659251211894695250,4276886079346020885,HP3,52,Antibodies
17271019771034958936,10659251211894695250,11664381658123568121,HP3,53,Antibodies
10683132841748070082,10659251211894695250,5321268023156838607,HP3,54,Isolation
12936652747887490017,10699793858902843801,3424059308209144826,HP3,55,Antibodies
12397399552514946664,10699793858902843801,11465501232976104121,HP3,56,CF
9358075178421133809,17113960382771289667,498452933073523824,HP3,57,Antibodies
8814754398679460583,17113960382771289667,5317533970874071367,HP3,58,Antibodies
3627424786151681422,17113960382771289667,2118198789070708603,HP3,59,Antibodies
9823627369438140586,17113960382771289667,3470078217041362393,HP3,60,Antibodies
10852072888543365902,17113960382771289667,17683746564645908250,HP3,61,Antibodies
7759553371952416162,17113960382771289667,8217867843815538850,HP3,62,Antibodies
16486024540755721623,17113960382771289667,11664381658123568121,HP3,63,Antibodies
16957030116706070942,17113960382771289667,10052860584244182336,HP3,64,Antibodies
6811739262176720758,15526251838661606903,15616493920863867709,HP3,65,SNT
16212572265755523209,15526251838661606903,10512389074428962004,HP3,66,Antibodies
10169153764849899933,15526251838661606903,10022191545486910401,HP3,67,Antibodies
11637393317894088128,15526251838661606903,8706664030241246065,HP3,68,Antibodies
11509898096700916266,15526251838661606903,12580576090585686194,HP3,69,PCR
16687410903813639554,4588253620728215382,3424059308209144826,HP3,70,Antibodies
15027961873005395125,4588253620728215382,12158865739229182748,HP3,71,Antibodies
17242804698813727100,4588253620728215382,15616493920863867709,HP3,72,SNT
11458557061450686005,4588253620728215382,9559174746033678565,HP3,73,Antibodies
7460439101259550655,4588253620728215382,11664381658123568121,HP3,74,Antibodies
15014602853465985293,4588253620728215382,18371688657968247170,HP3,75,SNT
8711033115352577408,5466005893220436790,3424059308209144826,HP3,76,Antibodies
13237644641439712010,5466005893220436790,9559174746033678565,HP3,77,Antibodies
5118273279054228537,5466005893220436790,10022191545486910401,HP3,78,Isolation
8863258385870154355,15353471992668029917,1508539909191321008,HP3,79,PCR
13302018306109267267,12205244434075793268,1459544047751185123,HP3,80,Antibodies
15582770214619272546,1763235557423359075,8268792919396012649,HP3,81,Isolation
14886194703246860303,1763235557423359075,5473974456989013807,HP3,82,PCR
6105607201328876739,1763235557423359075,4170359147790072215,HP3,83,Isolation
2106682637119634823,1763235557423359075,10359422154192569896,HP3,84,Antibodies
9770465574209161518,1763235557423359075,10359422154192569896,HP3,85,Antibodies
3542578260863409807,1763235557423359075,1459544047751185123,HP3,86,Isolation
7644838671492635101,1763235557423359075,1188645945080049967,HP3,87,PCR
12750108081487506212,1763235557423359075,18371688657968247170,HP3,88,plaque_reduction_neutralization
17980568658875761110,1763235557423359075,2672768927962835032,HP3,89,Antibodies
3094246376011636169,2870086926576325163,13390474539475827426,HP3,90,Antibodies
13184718273059771244,2870086926576325163,9812032375968157183,HP3,91,Isolation
9615375975353971741,2870086926576325163,4268304209089775541,HP3,92,Isolation
11860600865918695707,2870086926576325163,15997008637543032255,HP3,93,Antibodies
8527856726004766250,2870086926576325163,1574456781978950467,HP3,94,Isolation
7766387146524747996,12262442641348367813,6485731843482179073,HP3,95,Isolation
10890481868845957885,1337715094614703924,7732096813156689087,HP3,96,Antibodies
6084729343406741586,1337715094614703924,9812032375968157183,HP3,97,Isolation
17695240314336546427,1337715094614703924,11863040210434103140,HP3,98,PCR
7804483031965568089,1337715094614703924,15997008637543032255,HP3,99,Antibodies
434052502342331408,1337715094614703924,1851099171352775234,HP3,100,Isolation
13070612075326541318,1337715094614703924,15890132338350569249,HP3,101,PCR
905171622972978710,1337715094614703924,4256647228196242152,HP3,102,Isolation
15553269891438986334,1337715094614703924,14919647153031330373,HP3,103,Antibodies
16691728833324103948,1337715094614703924,1574456781978950467,HP3,104,Isolation
16078018426940513797,2441352671522265540,15997008637543032255,HP3,105,Antibodies
5523247410873833015,11387714507908853527,4268304209089775541,HP3,106,Isolation
7187997763477691486,14872301839026444046,6485731843482179073,HP3,107,Isolation
5159534192706739673,1832977234076419527,7732096813156689087,HP3,108,PCR
4266298006900376165,1832977234076419527,5901732099949006160,HP3,109,Antibodies
14920937009228029224,1832977234076419527,8268792919396012649,HP3,110,Antibodies
4498681728467774486,1832977234076419527,11193719276997173022,HP3,111,Isolation
9003337966873748215,1832977234076419527,11863040210434103140,HP3,112,PCR
15618575453666622231,1832977234076419527,8132883606014881131,HP3,113,Antibodies
7362770304666776419,1832977234076419527,15997008637543032255,HP3,114,PCR
15043857946945857744,1832977234076419527,1851099171352775234,HP3,115,PCR
15786303262901939682,1832977234076419527,15890132338350569249,HP3,116,PCR
16945144648540378476,1832977234076419527,4256647228196242152,HP3,117,PCR
8580825119602234851,1832977234076419527,16703039892793586579,HP3,118,PCR
1260269509278657834,1832977234076419527,6131880622891811456,HP3,119,Antibodies
18158687511425318658,1832977234076419527,9500981190291463040,HP3,120,PCR
3674645248051450829,1832977234076419527,8375066468865543951,HP3,121,Antibodies
10067958491902464197,1832977234076419527,16952103346681312302,HP3,122,Antibodies
477965527355242324,1832977234076419527,14919647153031330373,HP3,123,Antibodies
551341743415991142,1832977234076419527,1574456781978950467,HP3,124,Isolation
6858745624470325805,1832977234076419527,15221405656707260755,HP3,125,Antibodies
6339542719065537837,5440843465665737263,14049925446272103919,HP3,126,antigen
10131211906892084492,13768150734625278825,12648287510328135965,HP3,127,Antibodies
3186703362754619557,10071442276557062176,2118198789070708603,HP3,128,Antibodies
18039751832383854198,10071442276557062176,17683746564645908250,HP3,129,Antibodies
8586327890682785712,10071442276557062176,1508539909191321008,HP3,130,Antibodies
7939915199148200103,10071442276557062176,2672768927962835032,HP3,131,Antibodies
8515836484287506161,8570735866483045008,1508539909191321008,HP3,132,Isolation
258728591100812406,1546717539519127844,2118198789070708603,HP3,133,PCR
12934201218982182252,1546717539519127844,2539821475161248360,HP3,134,Antibodies
5291877409634444283,1546717539519127844,17683746564645908250,HP3,135,Antibodies
8045017491123099099,1546717539519127844,14929433307340402285,HP3,136,Isolation
758429808311717783,1546717539519127844,1508539909191321008,HP3,137,Isolation
13165234459458773868,1546717539519127844,8217867843815538850,HP3,138,Antibodies
9854922689637612109,1546717539519127844,11664381658123568121,HP3,139,Antibodies
6340924996509408694,1546717539519127844,4417859042643505916,HP3,140,Isolation
3501736281547750931,1546717539519127844,10052860584244182336,HP3,141,Antibodies
16200038125333870385,1546717539519127844,13470709538065125619,HP3,142,Antibodies
11011518299535968073,1546717539519127844,18371688657968247170,HP3,143,Antibodies
7805663492285637625,1546717539519127844,10340730240551900586,HP3,144,Antibodies
5493518833099611521,1546717539519127844,5321268023156838607,HP3,145,Antibodies
9259861574490551858,1546717539519127844,2672768927962835032,HP3,146,Antibodies
7068454850735202533,9678688821763549254,704636286802346399,HP3,147,Antibodies
17691468094022198577,9678688821763549254,2118198789070708603,HP3,148,Antibodies
758956979957028638,9678688821763549254,2539821475161248360,HP3,149,Antibodies
3575385199739335829,9678688821763549254,3470078217041362393,HP3,150,Antibodies
4476269463986193686,9678688821763549254,17683746564645908250,HP3,151,Antibodies
1815709113848888499,9678688821763549254,12103483909145102084,HP3,152,Antibodies
1745235908752769497,9678688821763549254,9332566953127793839,HP3,153,Antibodies
14666518387111432027,9678688821763549254,14929433307340402285,HP3,154,Isolation
10571379707569012154,9678688821763549254,3142125524956286621,HP3,155,Antibodies
15958741178827598793,9678688821763549254,1085064642362367632,HP3,156,Antibodies
5208730946431095549,9678688821763549254,1508539909191321008,HP3,157,Isolation
5433860260684559141,9678688821763549254,8217867843815538850,HP3,158,Antibodies
16524752002432061933,9678688821763549254,11664381658123568121,HP3,159,Antibodies
23265855573915582,9678688821763549254,4417859042643505916,HP3,160,Isolation
2034362004917111784,9678688821763549254,13470709538065125619,HP3,161,Antibodies
40203184347048901,9678688821763549254,18371688657968247170,HP3,162,Antibodies
3140893298817859269,9678688821763549254,5321268023156838607,HP3,163,Antibodies
10141923343399048777,9678688821763549254,2672768927962835032,HP3,164,Antibodies
4817683292781629046,8443186034078289668,1508539909191321008,HP3,165,Antibodies
16558623221770629132,8443186034078289668,8217867843815538850,HP3,166,Antibodies
7922676889751118048,8443186034078289668,11664381658123568121,HP3,167,Antibodies
11321187313920306638,8443186034078289668,13470709538065125619,HP3,168,Isolation
16381183547432245204,8443186034078289668,18371688657968247170,HP3,169,Antibodies
17376776003485905011,8443186034078289668,10340730240551900586,HP3,170,Antibodies
9195120574539044322,17897192533289190291,1508539909191321008,HP3,171,Isolation
11800085519136555970,11828252486867478169,8217867843815538850,HP3,172,Antibodies
5622296304531251386,11828252486867478169,4417859042643505916,HP3,173,Isolation
16146057943269085419,8675033314173843769,4345368141556823977,HP3,174,Isolation
5208394687897247576,17558391700892865229,754976854180824832,HP3,175,isolation
18375379886345874991,17558391700892865229,16361650179459507733,HP3,176,Isolation
218352920479835141,17558391700892865229,5583513393077301539,HP3,177,Antibodies
18257517934306362656,17558391700892865229,4345368141556823977,HP3,178,Isolation
8323238453839286292,17558391700892865229,14125543736673884020,HP3,179,Antibodies
16564694372502252131,17558391700892865229,393469411230697007,HP3,180,Isolation
9768253902162122351,17558391700892865229,12580576090585686194,HP3,181,Antibodies
18161431375572404042,17558391700892865229,17184564379535388685,HP3,182,Isolation
2378305555280162801,17558391700892865229,1492244029818812407,HP3,183,Isolation
8853627496641132893,17558391700892865229,4809538546398216454,HP3,184,Isolation
9004580706734323388,17558391700892865229,10166490846477095963,HP3,185,Isolation
10913963482499330485,6469606174430185095,11800191826371733605,HP3,186,Isolation
8235272022629453166,6469606174430185095,14049925446272103919,HP3,187,PCR
4611909953273408100,2187913577161366373,7732096813156689087,HP3,188,Antibodies
10067689499757999995,2187913577161366373,15997008637543032255,HP3,189,Antibodies
11923438189515955745,17277057633867527005,14519189966696423016,HP3,190,Antibodies
1419593779843006253,17277057633867527005,3127863954031066705,HP3,191,Isolation
501199543531492390,17277057633867527005,1020387606879234652,HP3,192,Antibodies
2091627358850434122,17277057633867527005,9427251000319860913,HP3,193,Isolation
6061126896842963987,426005032470818136,15479621862655179674,HP3,194,isolation
15416340786513017025,426005032470818136,3350693652984538220,HP3,195,Isolation
6468058411788420784,7505615857833799999,11664381658123568121,HP3,196,Isolation
11814632508572695608,473101280837447385,1508539909191321008,HP3,197,PCR
10480510263352812884,4052571465410242528,3424059308209144826,HP3,198,Antibodies
5379734100665683354,4052571465410242528,9559174746033678565,HP3,199,Antibodies
2327808513059568722,4052571465410242528,10022191545486910401,HP3,200,Isolation
8511282335766878748,7132219906189532102,7968036235818689211,HP3,201,Antibodies
13525268866189521452,7132219906189532102,6348484070268123344,HP3,202,Antibodies
6884451705253169698,7132219906189532102,18371688657968247170,HP3,203,plaque_reduction_neutralization
8769204678509147735,7323414695247278339,12648287510328135965,HP3,204,Antibodies
2171649179773827412,11897135371983964646,17726596947004730097,HP3,205,Antibodies
14662550012031703457,11630681834322943099,17726596947004730097,HP3,206,Antibodies
1704818152762622098,10177365814604369144,6568579884240824234,HP3,207,Antibodies
16043708200791766583,16129656129990428397,14125543736673884020,HP3,208,Antibodies
3289469146012839845,16129656129990428397,15890132338350569249,HP3,209,PCR
8437079641812655326,16129656129990428397,4256647228196242152,HP3,210,PCR
14373584989935245025,16129656129990428397,10393015867827038148,HP3,211,Isolation
3842625258163735616,4569405455330697106,14125543736673884020,HP3,212,Antibodies
8710023951841695954,4569405455330697106,10393015867827038148,HP3,213,Antibodies
12217527561427280472,9906610890446316377,15920382992632119005,HP3,214,PCR
10048756014668523412,9906610890446316377,1574456781978950467,HP3,215,Antibodies
12396770388739374382,13037548339468399133,18371688657968247170,HP3,216,plaque_reduction_neutralization
3233884191226269224,15668325582885519732,10361423236455400022,HP3,217,Antibodies
13646273303622749276,15611095769566134747,3424059308209144826,HP3,218,Antibodies
16521796679723485909,15611095769566134747,9314110385833913553,HP3,219,Antibodies
808712735527263121,15611095769566134747,15616493920863867709,HP3,220,Isolation
9954466603849376961,15611095769566134747,13390474539475827426,HP3,221,Antibodies
16959590616942100546,15611095769566134747,9559174746033678565,HP3,222,Antibodies
8368792046952754815,15611095769566134747,15346800404306096267,HP3,223,PCR
14378724551771658893,15611095769566134747,3967132797486226167,HP3,224,Antibodies
3700707409483934016,10830484714176706033,11465501232976104121,HP3,225,PCR_Isolation
17502032570603508476,10830484714176706033,15616493920863867709,HP3,226,PCR
7459640783540629803,5911616576101551634,10022191545486910401,HP3,227,Antibodies
5809112955767618434,6614901543317106486,10022191545486910401,HP3,228,Isolation
16555907745029657579,6614901543317106486,15346800404306096267,HP3,229,Isolation
4628875000171055833,6614901543317106486,6835199666382765777,HP3,230,Isolation
3872805575408764404,16877276532036087789,5045644373057659431,HP3,231,Antibodies
6701260782767449193,16877276532036087789,15346800404306096267,HP3,232,PCR
17729224671386088271,6969728781156842058,11465501232976104121,HP3,233,VNT_ELISA
11768249893878972523,6969728781156842058,6917619180687977034,HP3,234,PCR
12944182171365612319,6969728781156842058,15616493920863867709,HP3,235,Isolation
679750979238070918,6969728781156842058,10022191545486910401,HP3,236,Isolation
17521452586761965580,14140327309852424808,17065277005442048109,HP3,237,Isolation
2322476230225282394,14140327309852424808,1216596698475581392,HP3,238,Antibodies
6812087563097495609,14140327309852424808,17782227647556005688,HP3,239,PCR
8391258427791352509,14140327309852424808,5062942980827116251,HP3,240,Isolation
2846324485749310153,14140327309852424808,1021996443512382011,HP3,241,Isolation
16790388086637517923,14140327309852424808,3424059308209144826,HP3,242,PCR
14146214763089376510,14140327309852424808,1999961744364325841,HP3,243,PCR
14055265603725609945,14140327309852424808,1814324108150546271,HP3,244,PCR
4184621226994981424,14140327309852424808,4377263891534622828,HP3,245,Antibodies
894984648885996989,14140327309852424808,12293446517429102992,HP3,246,Isolation
6804312474522193071,14140327309852424808,14440173135177559249,HP3,247,Isolation
8530074790395013883,14140327309852424808,4510644285606909875,HP3,248,Isolation
13276151528688052297,14140327309852424808,1127442531631157811,HP3,249,Isolation
6463586794460228800,14140327309852424808,449985152064471591,HP3,250,Isolation
3942728960169661860,14140327309852424808,11990099072648658032,HP3,251,PCR
15215960999528971460,14140327309852424808,3412767571757144400,HP3,252,Isolation
6690024079786415141,14140327309852424808,3681610726396805457,HP3,253,Isolation
8919601730377595015,14140327309852424808,782709204725428205,HP3,254,Isolation
10845805064979432910,14140327309852424808,11465501232976104121,HP3,255,PCR
13630771423012819571,14140327309852424808,4031834123679984405,HP3,256,Isolation
10378281623479625661,14140327309852424808,3524287785074909333,HP3,257,PCR
2666507269004054798,14140327309852424808,15704282439208834801,HP3,258,Isolation
7899453338899033474,14140327309852424808,14319450358855383654,HP3,259,PCR
15281772179561869456,14140327309852424808,13098148179162824753,HP3,260,PCR
2619146241296122760,14140327309852424808,5786900663830654050,HP3,261,PCR
2578409895827540103,14140327309852424808,6917619180687977034,HP3,262,PCR
1124149980138459992,14140327309852424808,7694293405170694376,HP3,263,Isolation
9853348304058369261,14140327309852424808,7461066503644241894,HP3,264,PCR
7812503239032394923,14140327309852424808,13791245323618381729,HP3,265,PCR
1976036142641820291,14140327309852424808,12158865739229182748,HP3,266,Isolation
17699177157366422109,14140327309852424808,10320062204874454938,HP3,267,Isolation
14888393645598790473,14140327309852424808,7812215934737077991,HP3,268,Isolation
14329959040107672916,14140327309852424808,9314110385833913553,HP3,269,PCR
5100673459581623333,14140327309852424808,8698478758489795491,HP3,270,PCR
13320825172129122150,14140327309852424808,15616493920863867709,HP3,271,PCR
11480559536985641902,14140327309852424808,3094265258171494100,HP3,272,PCR
7969792836942858499,14140327309852424808,16361650179459507733,HP3,273,Antibodies
17646670872286512042,14140327309852424808,10513078536363687524,HP3,274,Antibodies
4635296801280485737,14140327309852424808,7732096813156689087,HP3,275,PCR
2783891345250046889,14140327309852424808,10512389074428962004,HP3,276,PCR
676015256394911756,14140327309852424808,5347711075255280635,HP3,277,Antibodies
2617621929895269046,14140327309852424808,10527951416119702795,HP3,278,Isolation
5524028177660865208,14140327309852424808,8268792919396012649,HP3,279,Isolation
1331422770211064235,14140327309852424808,9559174746033678565,HP3,280,Isolation
4458568407766924612,14140327309852424808,10022191545486910401,HP3,281,Isolation
15015402323707654741,14140327309852424808,6952504940807931046,HP3,282,Antibodies
4368067034143950690,14140327309852424808,6568579884240824234,HP3,283,Antibodies
11573362118171367344,14140327309852424808,5583513393077301539,HP3,284,Antibodies
1057055439363929190,14140327309852424808,13636835220883174053,HP3,285,Antibodies
14232580502360587529,14140327309852424808,1020387606879234652,HP3,286,Antibodies
17287597899623688293,14140327309852424808,8706664030241246065,HP3,287,PCR
9038549388298974720,14140327309852424808,4307866344786418682,HP3,288,Antibodies
6105265610097933735,14140327309852424808,15346800404306096267,HP3,289,PCR
5712744838650288611,14140327309852424808,3919426671540080280,HP3,290,PCR
4079708408505804627,14140327309852424808,6379000271796615019,HP3,291,Antibodies
11881038671922311778,14140327309852424808,3320877695838487321,HP3,292,ELISA
3804688021222130531,14140327309852424808,17125488567562191602,HP3,293,Isolation
4927659726573660716,14140327309852424808,1508539909191321008,HP3,294,Direct_Fluorescent_Antibody_Testing
4265527393325310612,14140327309852424808,12580576090585686194,HP3,295,PCR
4401341035305357852,14140327309852424808,6835199666382765777,HP3,296,Isolation
12951851893299481180,14140327309852424808,17869148673726709403,HP3,297,Antibodies
4208017752797518618,14140327309852424808,12055250608006415151,HP3,298,PAGE
2742086108158463335,14140327309852424808,1972681519876975750,HP3,299,Antibodies
4880678791374586295,14140327309852424808,13911638306126473990,HP3,300,Isolation
5557009406276079102,14140327309852424808,1557003473799221514,HP3,301,Isolation
8925491050074582407,14140327309852424808,2524335853018152968,HP3,302,Antibodies
9244343722502685455,14140327309852424808,953935795395512670,HP3,303,PCR
14667224172146819890,14140327309852424808,6909472033476842389,HP3,304,Cell_culture_PCR
11614668700320801492,14140327309852424808,8624049888655888043,HP3,305,Isolation
17364205147331371569,14140327309852424808,1188645945080049967,HP3,306,PCR
17963801217062672756,14140327309852424808,982923945339963126,HP3,307,Antibodies
1732034123499763134,14140327309852424808,17697359633166409682,HP3,308,Antibodies
13976466922367379230,14140327309852424808,7923054329201684948,HP3,309,VNT
7059187215133928831,14140327309852424808,8805533266486348393,HP3,310,PCR
17357486286981425215,14140327309852424808,18371688657968247170,HP3,311,Antibodies
13330445918302379954,14140327309852424808,10340730240551900586,HP3,312,Antibodies
10630401140813463524,14140327309852424808,2871351134259359355,HP3,313,Antibodies
16374993506737279910,14140327309852424808,6685649840294583514,HP3,314,Antibodies
14608280831545975999,14140327309852424808,10114043376914713411,HP3,315,Antibodies
1551659002719669863,11337732227390036924,10022191545486910401,HP3,316,Isolation
11687742045204893256,3149185734174821889,14929433307340402285,HP3,317,Isolation
11240150346680883889,3149185734174821889,14149979065092013051,HP3,318,Antibodies
5240223333992475060,3149185734174821889,11664381658123568121,HP3,319,Antibodies
2058258174902356849,2046336135427238938,1872755495735087057,HP3,320,Isolation
2136432162010549843,2046336135427238938,8312248781695571332,HP3,321,Antibodies
8817212079216696533,2046336135427238938,11664381658123568121,HP3,322,Antibodies
9123363433914412079,2046336135427238938,18371688657968247170,HP3,323,plaque_reduction_neutralization
517149391106966057,8300520904874869469,5045644373057659431,HP3,324,Antibodies
3272119960486899017,8649819231182614903,10413348282542834468,HP3,325,Antibodies
10921079968653932592,8649819231182614903,3681610726396805457,HP3,326,SNT
367846807247371945,8649819231182614903,14319450358855383654,HP3,327,Isolation
18397280947042332447,8649819231182614903,12158865739229182748,HP3,328,Isolation
4699261826513734476,8649819231182614903,15616493920863867709,HP3,329,PCR
7104458742302898755,8649819231182614903,16342520255359529918,HP3,330,Isolation
17615905618247995749,8649819231182614903,704636286802346399,HP3,331,Antibodies
5516856225191850389,8649819231182614903,5317533970874071367,HP3,332,Antibodies
6201911164972767503,8649819231182614903,10512389074428962004,HP3,333,Antibodies
3500686753305409905,8649819231182614903,10022191545486910401,HP3,334,Isolation
11674092017238520438,8649819231182614903,9648468651239252375,HP3,335,Antibodies
16600228163096890298,8649819231182614903,1085064642362367632,HP3,336,Antibodies
15628132340047556095,8649819231182614903,15346800404306096267,HP3,337,PCR
14950680934011826618,8649819231182614903,3320877695838487321,HP3,338,PCR
5826571130363717690,8649819231182614903,6835199666382765777,HP3,339,Isolation
8136844628521868010,8649819231182614903,2524335853018152968,HP3,340,Antibodies
17418416301763866678,8649819231182614903,7423477162181304646,HP3,341,Antibodies
14337447369746784138,8649819231182614903,2871351134259359355,HP3,342,Antibodies
12457435546236641093,17220399051020941033,18371688657968247170,HP3,343,plaque_reduction_neutralization
5466289771108771678,5461436591420127087,18371688657968247170,HP3,344,plaque_reduction_neutralization
15620081882761321821,7591695903503213722,4265129734081044276,HP3,345,PCR
2920847517231529382,7591695903503213722,8268792919396012649,HP3,346,Antibodies
8893001133177377944,7591695903503213722,5473974456989013807,HP3,347,PCR
577212840760920840,7591695903503213722,3062397390783057297,HP3,348,Isolation
15340380790756259283,7591695903503213722,3062397390783057297,HP3,349,Isolation
74744079988501448,7591695903503213722,8375066468865543951,HP3,350,Antibodies
3493610841176220790,7591695903503213722,16644615715450847784,HP3,351,Isolation
208082036381530989,16785364126416199456,4685777467524603456,HP3,352,PCR
7818672230225527834,16785364126416199456,8331819575265244830,HP3,353,Isolation
8677714560192301635,16785364126416199456,12408585994414935367,HP3,354,Isolation
13722102135320394457,16785364126416199456,13711320207197325803,HP3,355,Isolation
16887545256615463092,16785364126416199456,17824400934870323278,HP3,356,Isolation
17401585985309822315,15496413718483687674,6621808262509334487,HP3,357,Isolation
4577779931241021104,15496413718483687674,4685777467524603456,HP3,358,Isolation
12832994140183958085,9640900434484412470,6621808262509334487,HP3,359,Isolation
9730955749695678264,9640900434484412470,11664381658123568121,HP3,360,Isolation
10486119129414484242,13848374579209461760,10361423236455400022,HP3,361,PCR
449607416419199693,15917046878835463618,18371688657968247170,HP3,362,plaque_reduction_neutralization
5332125494142794261,8131322535505183747,704636286802346399,HP3,363,Isolation
3302525137443065120,8131322535505183747,3470078217041362393,HP3,364,Antibodies
2920067068120338862,8131322535505183747,14929433307340402285,HP3,365,Antibodies
4394240474228823511,8131322535505183747,14149979065092013051,HP3,366,Antibodies
6935991217309045346,2790454139119241661,10512389074428962004,HP3,367,Antibodies
2665510271063380862,2790454139119241661,10527951416119702795,HP3,368,Antibodies
17265034083346001260,11969255389352211257,14663018093642263145,HP3,369,Antibodies
16043510292371476498,11969255389352211257,1216596698475581392,HP3,370,Antibodies
12510640269182809431,11969255389352211257,3424059308209144826,HP3,371,ELISA
15812046843797329303,11969255389352211257,15299729724069544979,HP3,372,Isolation
7943472502532238716,11969255389352211257,10512389074428962004,HP3,373,Antibodies
17457411336236355763,11969255389352211257,10527951416119702795,HP3,374,Antibodies
513400419667709395,11969255389352211257,9083347577540797308,HP3,375,PCR
14474395613760047552,11969255389352211257,10022191545486910401,HP3,376,Antibodies
17694795915747887151,11969255389352211257,5583513393077301539,HP3,377,Antibodies
14053448890081368990,11969255389352211257,6224445850488065572,HP3,378,Antibodies
9344378136900920784,11969255389352211257,3320877695838487321,HP3,379,PCR
11819691291819379705,11969255389352211257,12580576090585686194,HP3,380,Antibodies
15873683825126169782,11969255389352211257,8624049888655888043,HP3,381,Isolation
16014766514517882972,11969255389352211257,6685649840294583514,HP3,382,Antibodies
13399972294006016586,6110583749582948888,14663018093642263145,HP3,383,bcELISA
15647950500352825430,6110583749582948888,3424059308209144826,HP3,384,ELISA_SNT
7632276122379117207,6110583749582948888,1508539909191321008,HP3,385,Isolation
5233029732137037280,4310218544276158372,3424059308209144826,HP3,386,ELISA_SNT
1370802780040887825,16651333021813945402,14663018093642263145,HP3,387,Antibodies
15164595211873798999,16651333021813945402,3111508843564782017,HP3,388,Antibodies
10432660050165056234,16651333021813945402,1814324108150546271,HP3,389,PCR
7401233023057116352,16651333021813945402,16361650179459507733,HP3,390,Isolation
18105136932749003907,16651333021813945402,6371097302116967176,HP3,391,PCR
18294683646733184510,16651333021813945402,17985795944353737305,HP3,392,PCR
9304103436709846626,16651333021813945402,17693179699765891564,HP3,393,Isolation
18288489101819989547,16651333021813945402,14551902875205694076,HP3,394,Isolation
