id,host,virus,source,index,method
16370448782625176736,185231693569424933,10361423236455400022,HP3,1797,Antibodies
12659422037296190038,12604010897261164951,10361423236455400022,HP3,1865,PCR
10640489016276284364,17121711681935899889,10361423236455400022,HP3,1866,PCR
1222632020686773005,14543621724849874557,10361423236455400022,HP3,1869,Antibodies
9602352937525779042,7256010262660189625,10361423236455400022,HP3,1871,Isolation
3441680850411616365,14219059495126924453,10361423236455400022,HP3,1873,PCR
8953211080397058959,3842599156955709695,10361423236455400022,HP3,1877,PCR
155463561396812495,16024856590976150932,10361423236455400022,HP3,2154,Antibodies
3216494109188044232,15756083432117572460,10361423236455400022,HP3,2325,PCR
6045829459245615744,6107555410248679632,10361423236455400022,HP3,2346,PCR
117358320062036340,17076824964366461781,10361423236455400022,HP3,2531,Antibodies
9051336926548063810,17505728682709912181,10361423236455400022,HP3,2703,PCR
14373584989935245025,16129656129990428397,10393015867827038148,HP3,211,Isolation
8710023951841695954,4569405455330697106,10393015867827038148,HP3,213,Antibodies
11262097133771148598,9848616342104194792,10393015867827038148,HP3,1248,Antibodies
4585499070581055637,17252378612958952355,10413220394029732428,HP3,2569,Isolation
3272119960486899017,8649819231182614903,10413348282542834468,HP3,325,Antibodies
4787588632118993232,9848616342104194792,10414819862221239082,HP3,1158,Isolation
17857848629958926828,17808157507958839757,10414819862221239082,HP3,2419,Isolation
10971209534766198093,15756083432117572460,10472072525826420068,HP3,2331,Isolation
4247149734394047252,6107555410248679632,10472072525826420068,HP3,2354,Antibodies_and_Isolation
2562481595609451563,9848616342104194792,10486297887380453020,HP3,1076,Isolation
6217021459263405705,14219059495126924453,10486297887380453020,HP3,1874,Isolation
3304215576319974091,17448145361019263171,10486297887380453020,HP3,2506,Isolation
2191562666461016763,7121990791208623456,10486297887380453020,HP3,2516,Isolation
16364521435445995729,6966180228009275676,10486297887380453020,HP3,2801,Isolation
8969571989596359250,3822988866200242038,10512389074428962004,HP3,14,Antibodies
4721414239730015320,11967168692983366420,10512389074428962004,HP3,20,Antibodies
16557454404257112734,10205138680991136293,10512389074428962004,HP3,34,Antibodies
16212572265755523209,15526251838661606903,10512389074428962004,HP3,66,Antibodies
2783891345250046889,14140327309852424808,10512389074428962004,HP3,276,PCR
6201911164972767503,8649819231182614903,10512389074428962004,HP3,333,Antibodies
6935991217309045346,2790454139119241661,10512389074428962004,HP3,367,Antibodies
7943472502532238716,11969255389352211257,10512389074428962004,HP3,373,Antibodies
16409570148418416046,16651333021813945402,10512389074428962004,HP3,397,Antibodies
14685000330525613637,7560533915111082720,10512389074428962004,HP3,447,PCR
6961578676494824858,11664185857072803108,10512389074428962004,HP3,533,Antibodies
18916084976732764,14749833079006546877,10512389074428962004,HP3,694,Antibodies
3245778299326581026,9827335369437180038,10512389074428962004,HP3,721,Antibodies
15102771926452608503,1246016647395262315,10512389074428962004,HP3,862,Antibodies
11687669625141227889,8508588487793394446,10512389074428962004,HP3,932,Antibodies
15981668903183800401,12318343942599447618,10512389074428962004,HP3,939,Antibodies
14800486599347013778,6591418845710065050,10512389074428962004,HP3,942,Antibodies
1006701239987028031,3572694570111692585,10512389074428962004,HP3,1008,Antibodies
647307690511073476,9848616342104194792,10512389074428962004,HP3,1056,PCR
12924705698228111307,10353411647858253370,10512389074428962004,HP3,1303,Antibodies
1468119471474357442,12078092304836263476,10512389074428962004,HP3,1312,Antibodies
2194915540005911870,497596008461666299,10512389074428962004,HP3,1362,Antibodies
13224323852208031196,16180665757123221991,10512389074428962004,HP3,1366,Antibodies
18302129533850127934,12873680239164454884,10512389074428962004,HP3,1392,Antibodies
1728451278209829695,18384665985312061145,10512389074428962004,HP3,1518,Antibodies
15533079078314303890,12972095333939539269,10512389074428962004,HP3,1551,Antibodies
18137677619173264101,4301405153190891766,10512389074428962004,HP3,1902,Antibodies
8128983851368328740,7104895569836304193,10512389074428962004,HP3,1942,Antibodies
16268862008103871673,442253413336378121,10512389074428962004,HP3,2067,Antibodies
17606893183045863735,13263654873653965623,10512389074428962004,HP3,2119,Antibodies
5530047699356050845,15756083432117572460,10512389074428962004,HP3,2327,Antibodies
17688127955472477757,6107555410248679632,10512389074428962004,HP3,2349,Antibodies
10957587326517706720,3266591041168872949,10512389074428962004,HP3,2375,Antibodies
7608332462541207968,615737664810459610,10512389074428962004,HP3,2379,Antibodies
4313419670089838009,8928863233935975502,10512389074428962004,HP3,2386,Antibodies
2985791138049354157,11686270112906224506,10512389074428962004,HP3,2649,Antibodies
16011188222292706408,9059734215264974995,10512389074428962004,HP3,2695,Antibodies
15943272917270540567,10797589922557525190,10512389074428962004,HP3,2716,Antibodies
7001372471213540586,11803672688228659223,10512389074428962004,HP3,2723,Antibodies
3964749295756929465,9621825753388806772,10512389074428962004,HP3,2731,Antibodies
14173278849649415409,6441025668392478612,10512389074428962004,HP3,2794,Antibodies
17646670872286512042,14140327309852424808,10513078536363687524,HP3,274,Antibodies
7993967375335620564,300497256387617145,10513078536363687524,HP3,811,Antibodies
15554666395665830128,9848616342104194792,10513078536363687524,HP3,1053,Antibodies
12616817638333446331,17855716762630318562,10520845229450313166,Genbank,LC216915,GenBank
1288117874801572375,17855716762630318562,10520845229450313166,Genbank,LC216914,GenBank
13024081351371237334,252671105055194878,10520845229450313166,Genbank,MG242062,GenBank
10053511479969147061,13792618245198124757,10520845229450313166,Genbank,MF280390,GenBank
9227539163215812479,16518521771303340711,10520845229450313166,Genbank,KY513725,GenBank
6148936537744505426,16518521771303340711,10520845229450313166,Genbank,KY513724,GenBank
12731280495566244312,13792618245198124757,10520845229450313166,Genbank,KY363868,GenBank
3354158688555999229,13792618245198124757,10520845229450313166,Genbank,KY363867,GenBank
1687524176559866024,16518521771303340711,10520845229450313166,Genbank,MF431743,GenBank
16373933366842482005,16518521771303340711,10520845229450313166,Genbank,MF041982,GenBank
16429862720431971472,16518521771303340711,10520845229450313166,Genbank,MG832584,GenBank
13732560190689984450,16326588536414825582,10520845229450313166,Genbank,KY293678,GenBank
9110807102831685316,13105472029121074132,10520845229450313166,Genbank,MF642325,GenBank
983629959733892530,13105472029121074132,10520845229450313166,Genbank,MF642324,GenBank
15249951313921327298,13105472029121074132,10520845229450313166,Genbank,MF642323,GenBank
7729798669846557239,13105472029121074132,10520845229450313166,Genbank,MF642322,GenBank
241425418681373732,16518521771303340711,10520845229450313166,Genbank,MG837131,GenBank
17851691686821331883,16518521771303340711,10520845229450313166,Genbank,MG837130,GenBank
6937150532471139258,11953023263875774527,10520845229450313166,Genbank,MF948005,GenBank
5260328402016376286,252671105055194878,10520845229450313166,Genbank,MF095123,GenBank
12693744584117873219,16518521771303340711,10520845229450313166,Genbank,KY926512,GenBank
7014566422561036420,16518521771303340711,10520845229450313166,Genbank,MF431742,GenBank
5507601242565985930,16326588536414825582,10520845229450313166,Genbank,KY293677,GenBank
17478330743281628500,16518521771303340711,10520845229450313166,Genbank,KY364365,GenBank
16792897736063957687,13792618245198124757,10520845229450313166,Genbank,MH715491,GenBank
15379851006508331043,16518521771303340711,10520845229450313166,Genbank,MH708125,GenBank
5002313964239283736,16518521771303340711,10520845229450313166,Genbank,MH708124,GenBank
6404631424838604125,16518521771303340711,10520845229450313166,Genbank,MH708123,GenBank
10150735826922418892,16518521771303340711,10520845229450313166,Genbank,MG837133,GenBank
3323170628503903887,16518521771303340711,10520845229450313166,Genbank,MG837132,GenBank
4319217591279359171,16518521771303340711,10520845229450313166,Genbank,KX998969,GenBank
15729556395109279944,16508470442376581817,10520845229450313166,Genbank,MK248485,GenBank
9870237101881999254,16518521771303340711,10520845229450313166,Genbank,MH051845,GenBank
15430329004984340760,11953023263875774527,10520845229450313166,Genbank,MG897688,GenBank
1695217310580135816,11953023263875774527,10520845229450313166,Genbank,KY398010,GenBank
4670224867867244763,11700634861248749664,10520845229450313166,Genbank,MF461412,GenBank
4317905890718521960,11700634861248749664,10520845229450313166,Genbank,MF461411,GenBank
13620788752726366208,11700634861248749664,10520845229450313166,Genbank,MF461410,GenBank
10681079432872197440,11700634861248749664,10520845229450313166,Genbank,MF461409,GenBank
1242750693518739609,11700634861248749664,10520845229450313166,Genbank,MF461408,GenBank
1068719621527830318,11700634861248749664,10520845229450313166,Genbank,MF461407,GenBank
204393041108617857,11700634861248749664,10520845229450313166,Genbank,MF461406,GenBank
17287877138525340125,16518521771303340711,10520845229450313166,Genbank,MG738720,GenBank
13399871716080510731,11953023263875774527,10520845229450313166,Genbank,MG835612,GenBank
14789652396286640586,11953023263875774527,10520845229450313166,Genbank,MG835611,GenBank
1594044491733560351,13792618245198124757,10520845229450313166,Genbank,KY436218,GenBank
6330032480703812009,13792618245198124757,10520845229450313166,Genbank,KY398014,GenBank
16774483341195204863,13792618245198124757,10520845229450313166,Genbank,KY398013,GenBank
16436620056717794832,13792618245198124757,10520845229450313166,Genbank,KY398012,GenBank
8915636633158790192,13792618245198124757,10520845229450313166,Genbank,KY398011,GenBank
6303007712680453538,13792618245198124757,10520845229450313166,Genbank,KY398009,GenBank
2146647982434197578,11953023263875774527,10520845229450313166,Genbank,KX710204,GenBank
11777179012902737734,11953023263875774527,10520845229450313166,Genbank,KX710203,GenBank
2711257547555704039,11953023263875774527,10520845229450313166,Genbank,KX710202,GenBank
3870934461210812219,11953023263875774527,10520845229450313166,Genbank,KX710201,GenBank
2287294590514902847,16518521771303340711,10520845229450313166,Genbank,KY926511,GenBank
15467600285977483238,16518521771303340711,10520845229450313166,Genbank,KY496312,GenBank
10144926952911470978,11953023263875774527,10520845229450313166,Genbank,MF037204,GenBank
14192936751278404896,13792618245198124757,10520845229450313166,Genbank,KY078916,GenBank
14716693579565728341,13792618245198124757,10520845229450313166,Genbank,KY078915,GenBank
6167462857476990077,13792618245198124757,10520845229450313166,Genbank,KY078914,GenBank
9948181356205330051,13792618245198124757,10520845229450313166,Genbank,KY078913,GenBank
14375246686376092955,13792618245198124757,10520845229450313166,Genbank,KY078912,GenBank
15735106194923324933,13792618245198124757,10520845229450313166,Genbank,KY078911,GenBank
17157716046280659785,13792618245198124757,10520845229450313166,Genbank,KY078910,GenBank
11779751662822859660,13792618245198124757,10520845229450313166,Genbank,KY078909,GenBank
15870539851309197592,13792618245198124757,10520845229450313166,Genbank,KY078908,GenBank
1528617475757929846,13792618245198124757,10520845229450313166,Genbank,KY078907,GenBank
7888550704372373973,13792618245198124757,10520845229450313166,Genbank,KY078906,GenBank
17539343163778489615,13792618245198124757,10520845229450313166,Genbank,KY078905,GenBank
11938703883171970181,13792618245198124757,10520845229450313166,Genbank,KY078904,GenBank
7048957709304883027,13792618245198124757,10520845229450313166,Genbank,KY078903,GenBank
12576503881713100018,13792618245198124757,10520845229450313166,Genbank,KY078902,GenBank
5691169567047637089,13792618245198124757,10520845229450313166,Genbank,KY078901,GenBank
16353212171571979948,13792618245198124757,10520845229450313166,Genbank,KY078900,GenBank
17162779613036401396,13792618245198124757,10520845229450313166,Genbank,KY078899,GenBank
16164242408722875531,13792618245198124757,10520845229450313166,Genbank,KY078898,GenBank
4965301660353604095,13792618245198124757,10520845229450313166,Genbank,KY078897,GenBank
1777196423719386233,13792618245198124757,10520845229450313166,Genbank,KY078896,GenBank
3550976067835962124,13792618245198124757,10520845229450313166,Genbank,KY078895,GenBank
11046690770203343458,13792618245198124757,10520845229450313166,Genbank,KY078894,GenBank
2609938963496068337,13792618245198124757,10520845229450313166,Genbank,KY078893,GenBank
